Year,Month,Day,Hour,Po,P,U,Ff,Td,T
2015,4,28,8,753.4,759.6,82.0,2.0,20.4,23.7
2015,4,28,11,759.2,759.8,64.0,3.0,19.8,27.3
2015,4,28,14,751.7,757.9,55.0,3.0,19.2,29.2
2015,4,28,17,756.1,756.7,59.0,3.0,20.2,29.1
2015,4,28,20,751.3,757.4,74.0,2.0,21.0,26.0
2015,4,28,23,757.5,758.1,85.0,2.0,22.0,24.7
2015,4,29,2,751.6,757.8,92.0,1.0,21.3,22.7
2015,4,29,5,757.0,757.6,93.0,1.0,20.7,21.9
2015,4,29,8,752.8,759.1,92.0,1.0,22.8,24.2
2015,4,29,11,758.9,759.5,69.0,1.0,21.8,28.1
2015,4,29,14,751.5,757.6,58.0,1.0,22.0,31.3
2015,4,29,17,755.6,756.2,56.0,2.0,21.1,30.9
2015,4,29,20,751.5,757.7,88.0,3.0,22.2,24.4
2015,4,29,23,758.8,759.4,93.0,1.0,21.6,22.8
2015,4,30,2,752.0,758.2,94.0,2.0,21.7,22.8
2015,4,30,5,757.2,757.8,94.0,2.0,21.1,22.2
2015,4,30,8,752.9,759.1,92.0,1.0,22.1,23.5
2015,4,30,11,759.0,759.6,68.0,3.0,22.1,28.6
2015,4,30,14,751.4,757.6,54.0,2.0,20.5,30.9
2015,4,30,17,755.0,755.6,48.0,3.0,19.1,31.5
2015,4,30,20,751.0,757.2,70.0,2.0,21.5,27.5
2015,4,30,23,757.7,758.3,80.0,3.0,22.5,26.3
2015,5,1,2,751.1,757.2,81.0,5.0,22.1,25.7
2015,5,1,5,756.4,757.0,82.0,3.0,22.1,25.4
2015,5,1,8,751.9,758.1,81.0,3.0,21.9,25.5
2015,5,1,11,757.4,758.0,72.0,5.0,21.7,27.2
2015,5,1,14,750.1,756.3,64.0,6.0,21.1,28.6
2015,5,1,17,754.6,755.2,89.0,1.0,23.1,25.1
2015,5,1,20,750.2,756.4,77.0,3.0,21.6,26.0
2015,5,1,23,756.7,757.3,81.0,5.0,22.3,25.9
2015,5,2,2,750.4,756.5,85.0,4.0,22.8,25.6
2015,5,2,5,755.4,756.0,85.0,5.0,22.8,25.6
2015,5,2,8,750.9,757.0,82.0,4.0,22.7,26.1
2015,5,2,11,757.0,757.6,74.0,3.0,21.9,27.0
2015,5,2,14,749.8,755.8,65.0,3.0,22.4,29.7
2015,5,2,17,754.1,754.7,67.0,4.0,22.7,29.5
2015,5,2,20,749.9,756.1,83.0,2.0,23.5,26.7
2015,5,2,23,756.6,757.2,86.0,1.0,23.0,25.6
2015,5,3,2,750.6,756.7,87.0,1.0,23.6,26.0
2015,5,3,5,755.9,756.5,89.0,1.0,23.4,25.4
2015,5,3,8,751.9,758.1,82.0,1.0,23.4,26.8
2015,5,3,11,757.3,757.9,70.0,3.0,23.4,29.5
2015,5,3,14,750.0,756.1,57.0,3.0,22.1,31.7
2015,5,3,17,754.3,754.9,72.0,3.0,23.3,28.9
2015,5,3,20,750.5,756.7,93.0,2.0,23.5,24.8
2015,5,3,23,756.9,757.5,94.0,1.0,24.7,25.8
2015,5,4,2,750.8,756.9,90.0,3.0,24.4,26.2
2015,5,4,5,756.1,756.7,91.0,1.0,24.3,25.9
2015,5,4,8,752.0,758.2,89.0,1.0,24.6,26.6
2015,5,4,11,757.5,758.1,72.0,3.0,23.6,29.2
2015,5,4,14,750.1,756.1,65.0,5.0,24.2,31.6
2015,5,4,17,754.3,754.9,69.0,3.0,23.3,29.7
2015,5,4,20,750.1,756.2,85.0,1.0,24.1,26.9
2015,5,4,23,758.4,759.0,92.0,1.0,22.4,23.7
2015,5,5,2,751.3,757.4,94.0,1.0,22.8,23.9
2015,5,5,5,755.8,756.4,94.0,1.0,22.6,23.7
2015,5,5,8,751.0,757.2,93.0,1.0,23.7,25.0
2015,5,5,11,756.7,757.3,87.0,1.0,21.9,24.3
2015,5,5,14,749.2,755.4,73.0,1.0,22.6,27.9
2015,5,5,17,753.3,753.9,79.0,4.0,23.8,27.8
2015,5,5,20,748.6,754.8,91.0,5.0,24.1,25.7
2015,5,5,23,755.4,756.0,90.0,2.0,23.1,24.9
2015,5,6,2,749.3,755.5,89.0,2.0,22.4,24.4
2015,5,6,5,754.7,755.3,91.0,1.0,22.3,23.9
2015,5,6,8,750.1,756.2,88.0,1.0,22.7,24.9
2015,5,6,11,755.6,756.2,81.0,4.0,23.1,26.7
2015,5,6,14,749.0,755.2,90.0,1.0,24.1,25.9
2015,5,6,17,753.7,754.3,86.0,4.0,23.6,26.2
2015,5,6,20,749.8,756.1,93.0,4.0,21.8,23.0
2015,5,6,23,757.0,757.6,93.0,2.0,21.5,22.7
2015,5,7,2,750.7,757.0,93.0,2.0,21.5,22.7
2015,5,7,5,755.8,756.4,93.0,1.0,21.5,22.7
2015,5,7,8,752.2,758.5,94.0,1.0,21.5,22.6
2015,5,7,11,757.8,758.4,92.0,3.0,22.9,24.3
2015,5,7,14,750.7,756.8,78.0,2.0,24.1,28.4
2015,5,7,17,755.2,755.8,77.0,1.0,23.7,28.2
2015,5,7,20,750.4,756.6,91.0,5.0,24.2,25.7
2015,5,7,23,756.8,757.4,91.0,3.0,24.4,25.9
2015,5,8,2,750.6,756.7,88.0,3.0,23.9,26.1
2015,5,8,5,755.6,756.2,90.0,3.0,23.8,25.6
2015,5,8,8,750.4,756.5,87.0,3.0,23.7,26.1
2015,5,8,11,755.9,756.5,80.0,4.0,24.0,27.8
2015,5,8,14,748.6,754.7,79.0,4.0,23.9,27.9
2015,5,8,17,753.8,754.4,79.0,3.0,24.1,28.1
2015,5,8,20,749.5,755.7,85.0,2.0,23.9,26.7
2015,5,8,23,755.8,756.4,88.0,2.0,24.1,26.3
2015,5,9,2,749.4,755.5,89.0,2.0,24.3,26.3
2015,5,9,5,754.5,755.1,89.0,1.0,24.2,26.2
2015,5,9,8,749.8,756.0,85.0,3.0,24.1,26.9
2015,5,9,11,755.6,756.2,73.0,5.0,23.8,29.2
2015,5,9,14,750.1,756.3,92.0,4.0,22.5,23.8
2015,5,9,17,755.8,756.4,92.0,2.0,22.5,23.9
2015,5,9,20,750.9,757.0,93.0,1.0,21.9,23.1
2015,5,9,23,756.6,757.2,92.0,2.0,21.3,22.7
2015,5,10,2,750.7,757.0,93.0,2.0,20.9,22.1
2015,5,10,5,756.0,756.6,94.0,1.0,21.2,22.3
2015,5,10,8,751.2,757.4,93.0,1.0,21.7,22.9
2015,5,10,11,757.9,758.5,85.0,2.0,22.0,24.7
2015,5,10,14,750.8,757.0,70.0,3.0,21.4,27.4
2015,5,10,17,755.5,756.1,67.0,5.0,21.1,27.8
2015,5,10,20,751.0,757.1,77.0,2.0,22.2,26.6
2015,5,10,23,757.6,758.2,86.0,1.0,22.6,25.2
2015,5,11,2,751.0,757.2,90.0,1.0,22.5,24.3
2015,5,11,5,756.1,756.7,90.0,2.0,22.1,23.9
2015,5,11,8,751.7,757.9,89.0,1.0,22.9,24.9
2015,5,11,11,757.1,757.7,78.0,4.0,23.5,27.7
2015,5,11,14,750.0,756.1,76.0,5.0,22.9,27.6
2015,5,11,17,756.6,757.2,94.0,2.0,21.4,22.5
2015,5,11,20,751.7,757.9,92.0,2.0,21.0,22.4
2015,5,11,23,759.4,760.0,87.0,3.0,18.1,20.4
2015,5,12,2,753.3,759.5,81.0,5.0,16.8,20.2
2015,5,12,5,758.7,759.3,81.0,2.0,16.0,19.4
2015,5,12,8,754.4,760.7,68.0,2.0,15.9,22.1
2015,5,12,11,760.6,761.2,40.0,2.0,11.0,25.6
2015,5,12,14,753.7,759.9,27.0,3.0,7.4,28.2
2015,5,12,17,757.9,758.5,28.0,2.0,8.3,28.6
2015,5,12,20,752.9,759.1,67.0,2.0,16.8,23.3
2015,5,12,23,759.5,760.1,71.0,2.0,16.4,21.9
